GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
293,997.17,2572.35,3028.18,326.0,143.69,-134.71,-2179.57,-17659.48,928.62,10962.43,-4405.93,137.54,-1015.32,-4268.39,-5283.71
295,1049.07,2504.06,3036.28,304.71,165.91,-145.41,-2194.17,-17947.23,899.41,10900.27,-4101.28,135.81,-1427.09,-3965.47,-5392.56
297,1062.48,2489.28,3043.34,314.81,158.7,-121.45,-2190.36,-17896.5,924.6,10999.59,-4222.07,137.46,-1215.52,-4084.6,-5300.12
299,1063.11,2541.23,3023.91,314.26,161.44,-136.92,-2149.6,-17948.16,901.32,10918.19,-4153.28,139.52,-1311.23,-4013.76,-5324.99
301,1065.72,2519.89,3003.54,307.28,148.37,-140.47,-2181.89,-17818.53,910.87,10902.28,-4229.09,136.6,-1282.95,-4092.5,-5375.44
303,1036.21,2545.35,3053.67,312.99,151.14,-163.42,-2175.13,-18015.17,904.22,10942.9,-4076.09,138.93,-1407.25,-3937.16,-5344.41
305,1075.38,2552.59,3027.62,321.34,157.22,-156.82,-2157.92,-17906.71,923.42,10939.46,-4148.74,138.67,-1224.42,-4010.08,-5234.5
307,1037.79,2513.52,3057.41,319.64,158.11,-129.85,-2163.98,-17886.6,932.22,10947.9,-4183.84,137.62,-1213.83,-4046.22,-5260.06
309,1040.0,2552.1,3073.33,307.41,144.55,-133.81,-2169.56,-17914.1,906.97,10905.9,-4140.78,140.36,-1287.21,-4000.42,-5287.63
311,1051.69,2522.73,3052.82,323.77,152.99,-149.57,-2175.23,-17905.65,933.28,10880.87,-4107.79,137.87,-1312.31,-3969.92,-5282.23
313,1094.78,2538.52,3044.53,311.84,167.63,-153.11,-2207.26,-17737.9,902.47,10818.57,-4210.91,135.91,-1219.93,-4075.0,-5294.93
315,998.82,2501.81,3061.89,309.33,155.47,-139.36,-2185.66,-17851.05,909.37,10919.97,-4174.28,136.25,-1319.41,-4038.03,-5357.44
317,1067.97,2591.57,3029.74,327.86,144.21,-127.44,-2178.54,-18009.54,892.79,10931.05,-4095.27,134.1,-1330.34,-3961.18,-5291.51
319,1040.57,2586.21,3052.44,314.87,169.77,-143.4,-2213.58,-17922.5,933.92,10956.42,-4134.95,132.62,-1225.29,-4002.33,-5227.62
321,1006.44,2513.99,3039.25,316.91,159.58,-130.5,-2214.95,-17898.17,955.42,11033.16,-4187.89,137.65,-1218.87,-4050.24,-5269.1
323,1036.43,2505.16,3042.17,316.75,161.31,-134.11,-2231.74,-17897.87,912.27,11025.73,-4231.09,137.21,-1263.91,-4093.88,-5357.79
325,1025.82,2498.67,3053.57,299.51,170.14,-143.7,-2200.47,-17762.39,919.67,10984.77,-4300.72,137.94,-1154.39,-4162.78,-5317.18
327,1019.99,2531.18,3005.08,303.78,168.62,-122.32,-2186.34,-17865.19,917.49,10935.4,-4197.7,135.94,-1292.31,-4061.75,-5354.06
329,1014.88,2510.36,3085.02,322.65,160.46,-124.62,-2186.56,-17913.18,928.82,10935.69,-4168.77,136.95,-1266.46,-4031.83,-5298.29
331,1068.07,2495.27,3016.99,331.3,156.32,-122.29,-2211.43,-17889.27,913.25,10988.44,-4186.25,133.31,-1253.35,-4052.94,-5306.29
333,1052.83,2527.07,3043.7,307.39,148.68,-136.44,-2201.2,-17997.35,911.2,10936.37,-4069.69,135.6,-1407.75,-3934.09,-5341.84
335,1059.84,2483.48,3018.26,308.13,167.63,-134.38,-2182.35,-18059.89,908.41,10977.76,-4012.87,135.51,-1453.11,-3877.37,-5330.48
337,1089.55,2583.19,3046.66,315.82,176.33,-123.48,-2212.78,-17954.93,883.72,10853.9,-4078.59,134.45,-1342.03,-3944.14,-5286.17
339,1084.66,2568.66,3071.13,333.86,141.31,-113.55,-2199.83,-17982.88,923.82,10821.79,-4036.92,132.98,-1351.03,-3903.94,-5254.97
341,1081.05,2503.81,3054.62,314.68,163.56,-115.48,-2229.59,-18041.73,928.96,10952.91,-4047.85,132.78,-1387.21,-3915.07,-5302.28
343,1049.69,2507.3,3056.08,309.49,166.2,-144.14,-2223.45,-17962.36,908.08,11007.81,-4123.97,132.71,-1325.3,-3991.26,-5316.55
345,1051.19,2496.32,3021.08,318.21,162.43,-147.82,-2207.01,-17944.76,926.36,10895.8,-4065.92,130.47,-1428.19,-3935.45,-5363.64
347,1028.53,2520.3,3052.28,317.99,160.07,-129.99,-2201.1,-17957.81,917.54,10851.94,-4042.35,131.64,-1440.24,-3910.71,-5350.95
349,1059.28,2498.86,3091.75,303.95,142.4,-140.78,-2191.68,-18052.5,918.04,10914.55,-3990.99,135.68,-1456.12,-3855.31,-5311.43
351,1036.64,2456.22,3049.4,308.11,166.54,-141.48,-2203.88,-18007.43,910.71,10953.35,-4069.0,134.22,-1471.84,-3934.78,-5406.62
353,1040.38,2490.41,3075.43,302.56,167.08,-129.26,-2263.25,-17875.4,899.78,10917.23,-4115.54,134.18,-1375.03,-3981.36,-5356.39
355,1032.94,2530.26,3043.98,324.2,169.66,-136.02,-2197.27,-17895.93,917.93,10894.57,-4136.01,137.78,-1315.67,-3998.24,-5313.91
357,1000.32,2537.09,3045.9,325.59,168.49,-146.22,-2228.81,-17823.28,916.15,10924.16,-4215.15,135.01,-1280.6,-4080.14,-5360.73
359,1039.48,2449.64,3054.58,316.88,157.07,-138.1,-2222.53,-18105.36,955.13,11007.2,-3961.29,131.5,-1486.01,-3829.79,-5315.8
361,1060.82,2599.83,3090.22,322.33,165.97,-161.62,-2224.42,-18101.29,910.72,10895.98,-3960.04,130.95,-1441.46,-3829.09,-5270.55
363,1058.32,2541.21,3077.01,315.46,161.85,-148.21,-2216.07,-18135.0,922.82,10859.26,-3933.96,131.5,-1563.33,-3802.46,-5365.8
365,1042.62,2528.59,3056.97,306.55,158.19,-132.78,-2200.03,-18173.86,918.01,10938.74,-3932.15,130.12,-1556.99,-3802.03,-5359.02
367,1046.91,2536.96,3060.44,314.01,165.23,-131.91,-2209.05,-18021.1,905.42,10861.37,-4013.74,130.85,-1471.7,-3882.89,-5354.59
369,1036.36,2492.99,3086.72,301.23,150.37,-145.29,-2232.86,-18084.25,925.41,10921.34,-3958.76,130.55,-1547.98,-3828.21,-5376.19
371,1041.47,2479.33,3042.93,310.67,152.43,-109.8,-2186.6,-17937.05,935.9,10898.18,-4134.16,133.5,-1372.55,-4000.66,-5373.21
373,1073.52,2535.26,3065.94,306.22,154.42,-122.45,-2207.6,-17888.11,894.44,10813.04,-4084.15,134.18,-1375.32,-3949.97,-5325.28
